name,category,order,church,start,end,years,is_open
"Keith, Michelle",active_church,Local pastor,Devine/Yancey,2025,2025,0,1
"Kelley, Glenna Batley",retired,Other,Kerrville: St. Paul's UMC,1997,1998,1,0
"Kelley, Glenna Batley",retired,Other,Kempner UMC,1998,2001,3,0
"Kelley, Glenna Batley",retired,Other,Ganado/Louise,2001,2004,3,0
"Kelley, Glenna Batley",retired,Other,Ganado / Louise / Oakman,2004,2004,0,0
"Kelley, Glenna Batley",retired,Other,Ganado/Louise,2004,2004,0,0
"Kelley, Glenna Batley",retired,Other,Johnson City UMC,2004,2006,2,0
"Kelley, Glenna Batley",retired,Other,Junction / London,2006,2010,4,0
"Kelley, Jennifer Denyse",active_church,Elder,Rankin UMC,2004,2017,13,0
"Kelley, Jennifer Denyse",active_church,Elder,Dilley UMC,2017,2022,5,0
"Kelley, Jennifer Denyse",active_church,Elder,Smiley UMC,2022,2022,0,0
"Kelley, Jennifer Denyse",active_church,Elder,Pearsall UMC,2022,2024,2,0
"Kelley, Jennifer Denyse",active_church,Elder,Floresville UMC,2024,2025,1,1
"Kepler-Karrer, Cynthia",active_church,Elder,Yorktown/Rabke,2000,2002,2,0
"Kepler-Karrer, Cynthia",active_church,Elder,Yorktown: First/ Runge,2002,2004,2,0
"Kepler-Karrer, Cynthia",active_church,Elder,Austin: Berkeley UMC,2004,2008,4,0
"Kepler-Karrer, Cynthia",active_church,Elder,MC: St. Mark UMC,2008,2011,3,0
"Kepler-Karrer, Cynthia",active_church,Elder,Austin: Memorial,2011,2023,12,0
"Kepler-Karrer, Cynthia",active_church,Elder,Kingsville: First UMC,2023,2025,2,1
"Kessie, Linda Marie",retired,Elder,"Lay Employee, Wimberley UMC",1994,1994,0,0
"Kessie, Linda Marie",retired,Elder,"Local Pastor (PT), Wimberley UMC",1994,1995,1,0
"Kessie, Linda Marie",retired,Elder,Austin: St. John's,1995,2003,8,0
"Kessie, Linda Marie",retired,Elder,Austin: Grace UMC,2003,2014,11,0
"Kessie, Linda Marie",retired,Elder,Aransas Pass UMC,2014,2015,1,0
"Kevilus, Elizabeth Maria",retired,Elder,Carrizo Springs UMC,2004,2009,5,0
"Kevilus, Elizabeth Maria",retired,Elder,Industry,2009,2011,2,0
"Kevilus, Elizabeth Maria",retired,Elder,Manor UMC,2011,2013,2,0
"Kim, Chung Keun",retired,Elder,Austin: Korean UMC,1986,1988,2,0
"Kim, Chung Keun",retired,Elder,SAnt: Korean UMC,1988,2004,16,0
"Kim, Earl",active_church,Elder,Austin: University,2022,2023,1,0
"Kim, Earl",active_church,Elder,University Austin: University,2023,2025,2,1
"King, Brad",active_church,Elder,Austin: First UMC,2020,2024,4,0
"King, Brad",active_church,Elder,Cross Tracks Church,2024,2025,1,1
"King, David Gray",retired,Elder,"NO Appointment Name, NTX Conf",1987,1987,0,0
"King, David Gray",retired,Elder,"Local Pastor (PT), Manor UMC",1988,1994,6,0
"King, David Gray",retired,Elder,Luling: First UMC,1994,1997,3,0
"King, David Gray",retired,Elder,Ingleside UMC,1997,1998,1,0
"King, David Gray",retired,Elder,Freer/Bruni,1998,2002,4,0
"King, David Gray",retired,Elder,Eagle Lake/Garwood: Lehrer Memorial,2002,2005,3,0
"King, David Gray",retired,Elder,V: John Wesley UMC,2005,2012,7,0
"King, David Gray",retired,Elder,Palacios UMC,2012,2018,6,0
"King, Leah Wilson",retired,Deacon,Columbus: First,1986,1996,10,0
"King, Leah Wilson",retired,Deacon,"Dir Church Music Summer School, Perkins School of Theology (335.1a)",1996,2004,8,0
"Kiser, Marie Anne Mitchel",retired,Elder,V: John Wesley UMC,1989,1991,2,0
"Kiser, Raymond Douglas",retired,Elder,Austin: Memorial,1976,1979,3,0
"Kiser, Raymond Douglas",retired,Elder,SAnt: Travis Park UMC,1983,1988,5,0
"Kiser, Raymond Douglas",retired,Elder,Austin: Northwest Hills,1988,1997,9,0
"Kiser, Raymond Douglas",retired,Elder,CC: First UMC,1997,2005,8,0
"Kiser, Raymond Douglas",retired,Elder,MC: First UMC,2005,2009,4,0
"Kiser, Raymond Douglas",retired,Elder,Austin: Lake Travis,2009,2018,9,0
"Kitchens, James",active_church,Local pastor,"Lay Pastor (PT), Cherokee UMC Cherokee UMC",2020,2025,5,1
"Knapp, Adam Ray",active_church,Elder,Center Point,2011,2014,3,0
"Knapp, Adam Ray",active_church,Elder,Edna: First UMC,2014,2018,4,0
"Knapp, Adam Ray",active_church,Elder,Floresville UMC,2018,2022,4,0
"Knapp, Adam Ray",active_church,Elder,San Marcos: First UMC,2022,2025,3,1
"Knapp, Danielle Elizabeth",active_church,Elder,Fredericksburg UMC,2010,2014,4,0
"Knapp, Danielle Elizabeth",active_church,Elder,Point Comfort First UMC / Lolita,2014,2018,4,0
"Knapp, Danielle Elizabeth",active_church,Elder,Karnes City,2018,2022,4,0
"Knapp, Danielle Elizabeth",active_church,Elder,San Marcos: First UMC,2022,2025,3,1
"Knappage, Amy",leave_other,Local pastor,Pettus/Pawnee,2021,2023,2,0
"Knappage, Amy",leave_other,Local pastor,Sinton: First UMC,2023,2024,1,0
"Knappage, Robert",active_church,Local pastor,SAnt: Oak Meadow UMC,2024,2025,1,0
"Knappage, Robert",active_church,Local pastor,SAnt: Alamo,2025,2025,0,1
"Knighten, Randolph",active_church,Deacon,Austin: St. John's John's,2021,2025,4,1
"Knobles, William L.",active_church,Local pastor,Seguin: First UMC,2011,2013,2,0
"Knobles, William L.",active_church,Local pastor,Lockhart: First UMC,2013,2013,0,0
"Knobles, William L.",active_church,Local pastor,Seguin: First UMC,2013,2017,4,0
"Knobles, William L.",active_church,Local pastor,Luling: First UMC,2017,2025,8,1
"Krcha, Clifford William",retired,Local pastor,Runge,2005,2006,1,0
"Krcha, Clifford William",retired,Local pastor,Yorktown: First/ Runge,2006,2011,5,0
"Krcha, Clifford William",retired,Local pastor,Art / Castell,2011,2014,3,0
"Krcha, Clifford William",retired,Local pastor,Taft UMC,2014,2017,3,0
"Krcha, Clifford William",retired,Local pastor,Odem: First UMC,2017,2019,2,0
"Kretzler, Joanne Lois",leave_other,Deacon,Austin: St. Luke,2019,2019,0,0
"Kretzler, Joanne Lois",leave_other,Deacon,"Children's Pastor, Canyon Lake: North Shore UMC",2020,2022,2,0
"Kwiatkowski, Laurinda",active_church,Local pastor,SAnt: University UMC,2011,2021,10,0
"Kwiatkowski, Laurinda",active_church,Local pastor,Gruene UMC,2021,2025,4,1
"Lake, Debby Ann",retired,Elder,Sabinal: First UMC,1999,2004,5,0
"Lake, Debby Ann",retired,Elder,Ingleside UMC,2004,2007,3,0
"Lake, Debby Ann",retired,Elder,Cuero/Rabke,2007,2010,3,0
"Lake, Debby Ann",retired,Elder,San Saba UMC,2010,2012,2,0
"Lambert, Zach W.",active_church,Local pastor,Austin: Memorial,2025,2025,0,1
"Land, Caroline Ann",leave_other,Local pastor,Melvin,2006,2008,2,0
"Land, Caroline Ann",leave_other,Local pastor,Melvin/Eden,2008,2014,6,0
"Land, Caroline Ann",leave_other,Local pastor,Melvin,2014,2016,2,0
"Land, Caroline Ann",leave_other,Local pastor,Center Point,2021,2023,2,0
"Landis, Sharon",retired,Other,MC: St. Mark UMC,2022,2022,0,0
"Landis, Sharon",retired,Other,Falfurrias,2022,2023,1,0
"Langston, Gary Lynn",retired,Elder,SAnt: St. Andrew's UMC,1978,1980,2,0
"Langston, Gary Lynn",retired,Elder,Hallettsville / Mossy Grove,1980,1984,4,0
"Langston, Gary Lynn",retired,Elder,Kenedy: First,1984,1984,0,0
"Langston, Gary Lynn",retired,Elder,SAnt: Albright / Bethany,1985,1988,3,0
"Langston, Gary Lynn",retired,Elder,Devine UMC,1988,2001,13,0
"Larson, Janet Kay",active_church,Elder,Lytton Springs,2013,2016,3,0
"Larson, Janet Kay",active_church,Elder,Staples/Kingsbury/Fentress,2016,2018,2,0
"Larson, Janet Kay",active_church,Elder,Eldorado: First,2018,2021,3,0
"Larson, Janet Kay",active_church,Elder,Port Lavaca: First,2021,2024,3,0
"Larson, Janet Kay",active_church,Elder,SAng: St. Luke,2024,2025,1,1
"Latimer, Rachel",active_church,Deacon,Boerne: First First,2022,2025,3,1
"Layton, Cynthia Grout",retired,Elder,"Student Local Pastor, Austin: Covenant UMC",2000,2003,3,0
"Layton, Cynthia Grout",retired,Elder,Austin: Memorial,2003,2007,4,0
"Layton, Cynthia Grout",retired,Elder,Kingsville: Christ / Riviera,2007,2010,3,0
"Layton, Cynthia Grout",retired,Elder,Austin: St. Mark,2010,2014,4,0
"Layton, Cynthia Grout",retired,Elder,Mission: El Mesias,2014,2018,4,0
"Layton, Cynthia Grout",retired,Elder,Smithville: First,2018,2022,4,0
"Leach, David",active_church,Other,Kempner UMC,2024,2025,1,1
"Lear, Gloria Voges",retired,Elder,CC: First UMC,1994,2013,19,0
"Lee, Diane Noel",retired,Local pastor,"Minister for Adult Educ and Communication, Austin: Asbury UMC",2004,2011,7,0
"Lee, Diane Noel",retired,Local pastor,Austin: Asbury UMC,2011,2015,4,0
"Lee, John Abner, III",extension,Elder,Parita UMC,2004,2005,1,0
"Lee, John Abner, III",extension,Elder,SAnt: Resurrection UMC,2005,2010,5,0
"Lee, John Abner, III",extension,Elder,SAnt: Browning UMC,2010,2011,1,0
"Lee, John Abner, III",extension,Elder,San Antonio District,2011,2012,1,0
"Lee, John Abner, III",extension,Elder,SAnt: Ernest T. Dixon,2012,2014,2,0
"Lee, John Abner, III",extension,Elder,Aransas Pass UMC,2015,2019,4,0
"Lee, John Abner, III",extension,Elder,Rankin,2019,2021,2,0
"Leifeste, Doris JoAnn",retired,Other,Waelder/Thompsonville,1993,1997,4,0
"Leifeste, Doris JoAnn",retired,Other,Flatonia/Thmpsnvle/Waeldr,1997,1998,1,0
"Leifeste, Doris JoAnn",retired,Other,Flatonia,1998,1999,1,0
"LeVine, Kathryn Vanessa",extension,Other,SAnt: Palm Heights,2005,2007,2,0
"LeVine, Kathryn Vanessa",extension,Other,SAnt: Divine Grace UMC,2007,2008,1,0
"LeVine, Kathryn Vanessa",extension,Other,Staples / Kingsbury,2008,2010,2,0
"LeVine, Kathryn Vanessa",extension,Other,Donna: First UMC,2010,2012,2,0
"LeVine, Kathryn Vanessa",extension,Other,Robstown/ Banquete,2012,2014,2,0
"LeVine, Kathryn Vanessa",extension,Other,Carrizo Springs UMC,2014,2016,2,0
"Lewis, Milton Henry, III",retired,Elder,KY Conf - Maysville / Trinity,1976,1980,4,0
"Lewis, Milton Henry, III",retired,Elder,KY Conf - Covington / Trinity,1980,1982,2,0
"Lewis, Milton Henry, III",retired,Elder,KY Conf - Trinity,1982,1983,1,0
"Lewis, Milton Henry, III",retired,Elder,SAnt: Colonial Hills UMC,1983,1989,6,0
"Lewis, Milton Henry, III",retired,Elder,SAnt: Northern Hills UMC,1989,2019,30,0
"Leyva, Javier",retired,Other,Moody: El Buen Pastor,1996,2000,4,0
"Leyva, Javier",retired,Other,"Rio Mission: Border Hope Grande Appt, Latin American",2000,2001,1,0
"Leyva, Javier",retired,Other,SAnt: La Trinidad,2001,2005,4,0
"Leyva, Javier",retired,Other,SAnt: Pollard Memorial,2005,2009,4,0
"Leyva, Javier",retired,Other,McAllen: El Divino Redentor,2009,2009,0,0
"Leyva, Javier",retired,Other,MC: El Divino Redentor,2009,2014,5,0
"Leyva, Javier",retired,Other,"Hispanic Ministry, Southwest Texas Conference",2014,2014,0,0
"Leyva, Javier",retired,Other,"Hispanic Ministry, SWTX",2014,2014,0,0
"Leyva, Javier",retired,Other,RTC New Church Start,2014,2016,2,0
"Leyva, Javier",retired,Other,Seguin: La Trinidad/CASA Hermosa,2016,2017,1,0
"Leyva, Javier",retired,Other,New Church Start,2017,2017,0,0
"Leyva, Javier",retired,Other,Eagle Pass: FUMC,2020,2020,0,0
"Leyva, Javier",retired,Other,"Extension Ministry, Mission: Border Hope",2020,2020,0,0
"Lind, Melissa",active_church,Local pastor,Seguin: First UMC,2017,2023,6,0
"Lind, Melissa",active_church,Local pastor,Rockport: First UMC,2023,2025,2,1
"Lindstrom, Wade Leroy",leave_other,Elder,Canyon Lake: North Shore UMC,2009,2013,4,0
"Lindstrom, Wade Leroy",leave_other,Elder,Pflugerville UMC,2013,2018,5,0
"Lindstrom, Wade Leroy",leave_other,Elder,CC: St. John's,2018,2022,4,0
"Lirette, Jacqui Elizabeth",leave_other,Local pastor,Fredericksburg UMC,2018,2024,6,0
"Littlefield, Nancy Niebuhr",retired,Local pastor,Waelder/Thompsonville,1998,2000,2,0
"Littlefield, Nancy Niebuhr",retired,Local pastor,Rocksprings: FUMC/Barksdale,2000,2008,8,0
"Lizcano, Rene",active_church,Local pastor,"Supply Pastor, Lyford",2022,2025,3,1
"Lloyd, Leigh Livingston",retired,Elder,Veribest,2000,2007,7,0
"Lloyd, Leigh Livingston",retired,Elder,Menard: First UMC,2007,2011,4,0
"Lloyd, Leigh Livingston",retired,Elder,Sonora UMC,2011,2016,5,0
"Lloyd, Leigh Livingston",retired,Elder,Eldorado: First,2016,2018,2,0
"Lloyd, Leigh Livingston",retired,Elder,Ozona UMC,2018,2018,0,0
"Locasio, Ann Lee",leave_other,Other,Center Point,1986,1987,1,0
"Locasio, Ann Lee",leave_other,Other,Medina UMC,1987,1989,2,0
"Locasio, Ann Lee",leave_other,Other,San Marcos: First UMC,1989,1992,3,0
"Locasio, Ann Lee",leave_other,Other,Goliad: First UMC,1992,1995,3,0
"Locasio, Ann Lee",leave_other,Other,Lockhart: First UMC,1995,1997,2,0
"Locasio, Ann Lee",leave_other,Other,Robstown/ Banquete,2008,2009,1,0
"Lockett, Dorcia Lynne",retired,Elder,"(PT), Marble Falls UMC",1994,1998,4,0
"Lockett, Dorcia Lynne",retired,Elder,Cotulla: First UMC,1998,2002,4,0
"Lockett, Dorcia Lynne",retired,Elder,Comfort: Gaddis Memorial,2002,2008,6,0
"Lockett, Dorcia Lynne",retired,Elder,Kerrville: St. Paul's UMC,2009,2009,0,0
"Lockett, Dorcia Lynne",retired,Elder,Castroville: Medina Valley UMC,2010,2014,4,0
"Loewenberg, Alvin Aaron,",retired,Elder,MS Conf - Holcomb,1978,1979,1,0
"Loewenberg, Alvin Aaron,",retired,Elder,"Dir Meth Senior Serv, MS Conf",1980,1983,3,0
"Loewenberg, Alvin Aaron,",retired,Elder,"Administrator, Golden Age, Inc.",1983,1990,7,0
"Logan, Cody Alan",active_church,Elder,Seadrift,2018,2022,4,0
"Logan, Cody Alan",active_church,Elder,Marble Falls UMC,2022,2023,1,0
"Logan, Cody Alan",active_church,Elder,RTC New Church Start,2023,2025,2,1
"Lopez, Robert M",active_church,Elder,El Buen Samaritano,2002,2005,3,0
"Lopez, Robert M",active_church,Elder,Las Cruces: El Calvario,2005,2007,2,0
"Lopez, Robert M",active_church,Elder,Brownsville: El Buen Pastor,2008,2010,2,0
"Lopez, Robert M",active_church,Elder,Mission: El Mesias,2010,2014,4,0
"Lopez, Robert M",active_church,Elder,"Assistant to the Episcopal Office, Rio Texas Conference",2021,2025,4,0
"Lopez, Robert M",active_church,Elder,"Dir Chaplaincy, Methodist Healthcare System",2025,2025,0,1
"Lott, Michele Marie",active_church,Elder,La Grange: First UMC,2011,2012,1,0
"Lott, Michele Marie",active_church,Elder,CC: Grace,2012,2016,4,0
"Lott, Michele Marie",active_church,Elder,Driftwood UMC,2016,2018,2,0
"Lott, Michele Marie",active_church,Elder,SAnt: Chapel Hill UMC,2018,2020,2,0
"Lott, Michele Marie",active_church,Elder,Cross Tracks Church,2020,2024,4,0
"Lott, Michele Marie",active_church,Elder,CC: Grace,2024,2025,1,1
"Lowry, Jon Dick",retired,Elder,MC: First UMC,1970,1972,2,0
"Lowry, Jon Dick",retired,Elder,SAnt: Epworth,1972,1975,3,0
"Lowry, Jon Dick",retired,Elder,Brady: First UMC,1975,1979,4,0
"Lowry, Jon Dick",retired,Elder,SAnt: Jefferson UMC,1979,1984,5,0
"Lowry, Jon Dick",retired,Elder,SAng: First UMC,1984,1986,2,0
"Lowry, Jon Dick",retired,Elder,SAnt: St. Andrew's UMC,1986,1993,7,0
"Lowry, Jon Dick",retired,Elder,"Kerrville Dist. Supt., Southwest Texas Conference",1993,2000,7,0
"Lowry, Jon Dick",retired,Elder,New Braunfels: First UMC,2000,2003,3,0
"Lowry, Jon Dick",retired,Elder,SAnt: Laurel Heights UMC,2003,2010,7,0
"Luhrs, Glenn Arthur",active_church,Elder,Sabinal: First UMC,2016,2019,3,0
"Luhrs, Glenn Arthur",active_church,Elder,Sterling City: First UMC,2019,2021,2,0
"Luhrs, Glenn Arthur",active_church,Elder,Kerrville: St. Paul's UMC,2021,2025,4,0
"Luhrs, Glenn Arthur",active_church,Elder,Austin: Life in the City,2025,2025,0,1
"Lumpkin, George Enos, Jr.",retired,Elder,Shiner: First UMC,1989,1994,5,0
"Lumpkin, George Enos, Jr.",retired,Elder,Eldorado: First,1994,1999,5,0
"Lumpkin, George Enos, Jr.",retired,Elder,SAng: St. Luke,1999,2006,7,0
"Lumpkin, George Enos, Jr.",retired,Elder,Lampasas UMC,2006,2015,9,0
"Lumpkin, George Enos, Jr.",retired,Elder,Fredericksburg UMC,2015,2015,0,0
"Machado, Victor Ramirez",active_church,Local pastor,Pearsall: San Pablo,2023,2025,2,1
"Magee, Donna S.",retired,Local pastor,Kerrville: First UMC,2013,2022,9,0
"Malesky, Charles A., Jr.",retired,Elder,Los Fresnos UMC,1957,1960,3,0
"Malesky, Charles A., Jr.",retired,Elder,Manchaca UMC,1961,1962,1,0
"Malesky, Charles A., Jr.",retired,Elder,George West UMC,1962,1965,3,0
"Malesky, Charles A., Jr.",retired,Elder,Brownsville - St. Paul,1965,1966,1,0
"Malesky, Charles A., Jr.",retired,Elder,SAng: Trinity / Day Memorial,1966,1967,1,0
"Marceau, Linda Proctor",active_church,Deacon,"of Missions and Outreach, SAnt: Alamo Heights; Community Church 2010 Pastor of Missions and Outreach, SAnt: Alamo Heights",2010,2019,9,0
"Marceau, Linda Proctor",active_church,Deacon,Riverside Community Church,2019,2025,6,1
"Marchbanks, Hilary",active_church,Elder,Austin: St. John's,2014,2025,11,0
"Mariscal, Arturo",retired,Elder,Elsa / EdCouch,1959,1962,3,0
"Mariscal, Arturo",retired,Elder,Elsa,1962,1963,1,0
"Mariscal, Arturo",retired,Elder,Donna,1963,1965,2,0
"Mariscal, Arturo",retired,Elder,Alamo / Donna,1965,1966,1,0
"Mariscal, Arturo",retired,Elder,Donna,1966,1967,1,0
"Mariscal, Arturo",retired,Elder,Crosbyton,1967,1968,1,0
"Mariscal, Arturo",retired,Elder,Winston: El Buen Pastor,1968,1969,1,0
"Mariscal, Arturo",retired,Elder,Houston: El Buen Pastor,1969,1970,1,0
"Mariscal, Arturo",retired,Elder,Good Neighbor Settlement,1970,1974,4,0
"Mariscal, Arturo",retired,Elder,Alamo San Juan,1974,1979,5,0
"Mariscal, Arturo",retired,Elder,McAllen,1979,1982,3,0
"Mariscal, Arturo",retired,Elder,McAllen: El Divino Redentor,1982,1982,0,0
"Mariscal, Arturo",retired,Elder,Austin: Emmanuel,1982,1984,2,0
"Mariscal, Arturo",retired,Elder,Board of Discipleship,1984,1986,2,0
"Mariscal, Arturo",retired,Elder,SAnt: Westlawn,1998,1999,1,0
"Mariscal, Arturo",retired,Elder,San Antonio: El Mesias / El Buen Samaritano,2013,2013,0,0
"Mariscal, Arturo",retired,Elder,SAnt: El Buen Samaritano,2014,2014,0,0
"Mariscal, Arturo",retired,Elder,SAnt: El Buen Samaritano,2016,2016,0,0
"Marks, Robert, Jr.",leave_other,Other,CC: St. Paul,2015,2017,2,0
"Marks, Robert, Jr.",leave_other,Other,SAng: Wesley Trinity,2017,2019,2,0
"Marshall, Monte Paul",retired,Elder,CC: Asbury,1987,1990,3,0
"Marshall, Monte Paul",retired,Elder,Austin: University,1990,1994,4,0
"Marshall, Monte Paul",retired,Elder,"(PT), Castell / Hilda",1997,1999,2,0
"Marshall, Monte Paul",retired,Elder,Fredericksburg UMC,1999,2006,7,0
"Marshall, Monte Paul",retired,Elder,Pflugerville UMC,2006,2012,6,0
"Marshall, Monte Paul",retired,Elder,SAnt: Travis Park UMC,2012,2017,5,0
"Marshall, Monte Paul",retired,Elder,Fredericksburg UMC,2017,2017,0,0
"Martin, Donna Lynn",retired,Elder,Fashing UMC,2010,2011,1,0
"Martin, Donna Lynn",retired,Elder,SAnt: Bethany,2011,2015,4,0
"Martin, Donna Lynn",retired,Elder,Cuero/Rabke,2015,2017,2,0
"Martin, Gary William",retired,Local pastor,Christine UMC,2003,2003,0,0
"Martin, Jeana LeAnn",extension,Elder,Austin: Decker UMC,2009,2010,1,0
"Martin, Jeana LeAnn",extension,Elder,Marble Falls UMC,2010,2012,2,0
"Martin, Jeana LeAnn",extension,Elder,Weimar,2012,2016,4,0
"Martin, Jeana LeAnn",extension,Elder,Harlingen: Wesley UMC,2016,2020,4,0
"Martin, Jeana LeAnn",extension,Elder,"Extension Ministry, New Life Institute",2020,2021,1,0
"Martin, Ruth Aquellis",active_church,Elder,Corredor de la Esperanza,2013,2014,1,0
"Martin, Ruth Aquellis",active_church,Elder,SAnt: Aldersgate,2014,2015,1,0
"Martin, Ruth Aquellis",active_church,Elder,SAnt: East St. Paul UMC,2015,2017,2,0
"Martin, Ruth Aquellis",active_church,Elder,SAnt: Aldersgate/East St. Paul,2017,2017,0,0
"Martin, Ruth Aquellis",active_church,Elder,SAnt: East St. Paul,2017,2025,8,1
"Martin, Scott Alan",retired,Elder,Lytle,1997,2022,25,0
"Martinez, Jose Rene",active_church,Local pastor,Uvalde: La Divina Trinidad,2017,2025,8,0
"Martinez, Jose Rene",active_church,Local pastor,SAnt: Pollard Memorial,2025,2025,0,1
"Martinez, Lydia Salazar",retired,Elder,RG Conf: El Buen Samaritano,1983,1984,1,0
"Martinez, Lydia Salazar",retired,Elder,RG Conf: San Marcos Buen,1984,1985,1,0
"Martinez, Lydia Salazar",retired,Elder,RG Conf: Principe De Paz,1985,1989,4,0
"Martinez, Lydia Salazar",retired,Elder,RG Conf: Mission Santa Fe,1989,1990,1,0
"Martinez, Lydia Salazar",retired,Elder,RG Conf: La Trinidad Houstn,1990,1992,2,0
"Martinez, Lydia Salazar",retired,Elder,CAPC - Wilshire,1992,1995,3,0
"Martinez, Lydia Salazar",retired,Elder,Harlandale,1995,1997,2,0
"Martinez, Lydia Salazar",retired,Elder,"Other Conference, RG Conf: Austin Govalle",1998,1999,1,0
"Martinez, Raul N.",retired,Local pastor,Eagle Pass: La Trinidad,1990,1994,4,0
"Martinez, Raul N.",retired,Local pastor,Big Springs: Northside,1994,1997,3,0
"Martinez, Raul N.",retired,Local pastor,Kingsville: El Buen Pastor,1997,1998,1,0
"Martinez, Raul N.",retired,Local pastor,San Juan: San Lucas,1998,2001,3,0
"Mathews, Harley Thomas",active_church,Elder,"V: First UMC Assoc. Pastor, V: First UMC",2025,2025,0,1
"Mathis, Germaine Tropez",active_church,Elder,SAnt: Ernest T. Dixon,2009,2018,9,0
"Mathis, Germaine Tropez",active_church,Elder,SAnt: Colonial Hills UMC,2018,2025,7,1
"Matthews, Neal",retired,Elder,CTX Conf - Thrall CT,1965,1966,1,0
"Matthews, Neal",retired,Elder,SAnt: St. Matthew's UMC,1966,1967,1,0
"Matthews, Neal",retired,Elder,Schertz UMC,1971,1976,5,0
"Matthews, Neal",retired,Elder,Floresville UMC,1976,1977,1,0
"Matthews, Neal",retired,Elder,"Wesley Comm. Ctr., S.A., Extension Ministries",1977,1981,4,0
"Matthews, Neal",retired,Elder,Harper UMC,1985,2008,23,0
"Mattison, Walter",retired,Elder,SGA Conf - Lizella,1949,1956,7,0
"Mattison, Walter",retired,Elder,"Division of Chaplains, SGA Conf",1956,1983,27,0
"Mattison, Walter",retired,Elder,Austin: First UMC,1983,1986,3,0
"Mattison, Walter",retired,Elder,Austin: Berkeley UMC,1986,1987,1,0
"Mattison, Walter",retired,Elder,Manchaca UMC,1987,1988,1,0
"Matzinger, Charlotte",retired,Deacon,"Diaconal Minister, Austin: Bethany",1997,1997,0,0
"Matzinger, Charlotte",retired,Deacon,Austin: Bethany,1997,2017,20,0
"May, Roy Hoss, Jr.",retired,Elder,SAnt: Rector Memorial,1970,1972,2,0
"May, Roy Hoss, Jr.",retired,Elder,Markham - Clemville,1972,1973,1,0
"Mayfield, James Lee",retired,Elder,SAnt: St. Andrew's UMC,1961,1964,3,0
"Mayfield, James Lee",retired,Elder,Mathis UMC,1964,1968,4,0
"Mayfield, James Lee",retired,Elder,Port Lavaca: First,1968,1976,8,0
"Mayfield, James Lee",retired,Elder,Austin: Northwest Hills,1976,1983,7,0
"Mayfield, James Lee",retired,Elder,"Austin Dist Superintndnt, Southwest Texas Conference",1983,1988,5,0
"Mayfield, James Lee",retired,Elder,Austin: Tarrytown UMC,1988,2006,18,0
"Mayne, Judith Anne",retired,Deacon,CC: First UMC,1984,1997,13,0
"Mayne, Judith Anne",retired,Deacon,Kerrville: First UMC,1997,2015,18,0
"Mayne, Judith Anne",retired,Deacon,Hollywood Hills UMC,2016,2020,4,0
"Mays, Robert",active_church,Local pastor,Industry: Cherry Chapel Chapel,2013,2025,12,1
"McAvoy, Glen Don, Jr.",active_church,Deacon,SAnt: Coker UMC,1994,2003,9,0
"McAvoy, Glen Don, Jr.",active_church,Deacon,Kerrville: First UMC,2009,2015,6,0
"McAvoy, Glen Don, Jr.",active_church,Deacon,College Station Christ UMC,2015,2018,3,0
"McAvoy, Glen Don, Jr.",active_church,Deacon,"Relations Officer, Methodist Children's Home",2018,2021,3,0
"McAvoy, Glen Don, Jr.",active_church,Deacon,Austin: Bethany,2021,2025,4,1
"McCandless, Mickey Ted",retired,Elder,Banquete,1988,1992,4,0
"McCandless, Mickey Ted",retired,Elder,CC: South Bluff UMC,1992,1997,5,0
"McCandless, Mickey Ted",retired,Elder,Lakehills UMC,1997,2000,3,0
"McCandless, Mickey Ted",retired,Elder,Bracken UMC,2000,2011,11,0
"McCandless, Mickey Ted",retired,Elder,"Church Connections, Methodist Healthcare Ministries",2011,2022,11,0
"McCarley, Everett W.",retired,Elder,Lakehills UMC,2011,2014,3,0
"McCarley, Everett W.",retired,Elder,Cotulla: First UMC,2014,2016,2,0
"McCarley, Everett W.",retired,Elder,Castroville: Medina Valley UMC,2016,2020,4,0
"McCleary, Dianne",active_church,Elder,"Student Local Pastor, Brownsville: First",2023,2024,1,0
"McCleary, Dianne",active_church,Elder,Port Lavaca: First,2024,2025,1,1
"McCorkle, Catherine Otto SY: 2008; PL: 2009; PL: 2015; FL: 2018",active_church,Local pastor,SAng: Grape Creek,2008,2009,1,0
"McCorkle, Catherine Otto SY: 2008; PL: 2009; PL: 2015; FL: 2018",active_church,Local pastor,Christoval / SG: Grape Creek,2009,2018,9,0
"McCorkle, Catherine Otto SY: 2008; PL: 2009; PL: 2015; FL: 2018",active_church,Local pastor,Eagle Lake / Garwood: Lehrer Memorial,2018,2025,7,0
"McCorkle, Catherine Otto SY: 2008; PL: 2009; PL: 2015; FL: 2018",active_church,Local pastor,Yorktown: First/ Runge,2025,2025,0,1
"McDougall, Nancy Lee",retired,Deacon,Granite Shoals: Grace UMC,2005,2007,2,0
"McDowell, Thomas",active_church,Local pastor,SAnt: Trinity UMC,2025,2025,0,1
"McGuire, Carolyn Fry",retired,Elder,Gonzales: First UMC,1999,2001,2,0
"McGuire, Carolyn Fry",retired,Elder,New Braunfels: First UMC,2001,2005,4,0
"McGuire, Carolyn Fry",retired,Elder,Stockdale: Christ UMC,2005,2010,5,0
"McGuire, Carolyn Fry",retired,Elder,Harlingen: Wesley UMC,2010,2012,2,0
"McGuire, Carolyn Fry",retired,Elder,Comfort: Gaddis Memorial,2012,2019,7,0
